video_id,show_id,season_id,episode_no,snapshot_at,view_count,like_count,comment_count,source_method,actor_name,actor_run_id
V9GXVKy962o,SNN,SNN_S1,8,2026-08-12T14:13:13.153303+07:00,2712078,13000,924,apify,streamers/youtube-scraper,LbLnX8ftJbCHFUF5q
4OMVZNCm4ZA,SNN,SNN_S2,4,2026-08-12T14:14:03.026381+07:00,1918653,5800,360,apify,streamers/youtube-scraper,u3NnKFTFOhAhHDDJz
QpYxylNudVw,SNN,SNN_S2,1,2026-08-12T14:14:03.026381+07:00,3479870,9900,735,apify,streamers/youtube-scraper,u3NnKFTFOhAhHDDJz
Z_l7jaC3iDs,SNN,SNN_S2,8,2026-08-12T14:14:03.026381+07:00,1551235,5900,278,apify,streamers/youtube-scraper,u3NnKFTFOhAhHDDJz
_jM2Ca_MQLw,SNN,SNN_S2,3,2026-08-12T14:14:03.026381+07:00,2339217,7600,372,apify,streamers/youtube-scraper,u3NnKFTFOhAhHDDJz
cGexxUoGZaQ,SNN,SNN_S2,5,2026-08-12T14:14:03.026381+07:00,1886899,7300,418,apify,streamers/youtube-scraper,u3NnKFTFOhAhHDDJz
jSlmcORLztM,SNN,SNN_S2,7,2026-08-12T14:14:03.026381+07:00,1177567,4100,302,apify,streamers/youtube-scraper,u3NnKFTFOhAhHDDJz
pcvvMYvJeNE,SNN,SNN_S2,2,2026-08-12T14:14:03.026381+07:00,2005020,5100,636,apify,streamers/youtube-scraper,u3NnKFTFOhAhHDDJz
v-zN69ZizsU,SNN,SNN_S2,6,2026-08-12T14:14:03.026381+07:00,1498209,4800,314,apify,streamers/youtube-scraper,u3NnKFTFOhAhHDDJz
JZPKzfd3mwE,SNN,SNN_S3,6,2026-08-12T14:14:43.261036+07:00,1850259,7400,46,apify,streamers/youtube-scraper,gLvCiuze5YXQxE3Ha
LTapZk45uPc,SNN,SNN_S3,4,2026-08-12T14:14:43.261036+07:00,2153755,7300,687,apify,streamers/youtube-scraper,gLvCiuze5YXQxE3Ha
P4sLIqzsPGk,SNN,SNN_S3,8,2026-08-12T14:14:43.261036+07:00,1408175,8200,71,apify,streamers/youtube-scraper,gLvCiuze5YXQxE3Ha
PtI0w3wOA8I,SNN,SNN_S3,3,2026-08-12T14:14:43.261036+07:00,2234381,8100,296,apify,streamers/youtube-scraper,gLvCiuze5YXQxE3Ha
Zv_corAaXZM,SNN,SNN_S3,5,2026-08-12T14:14:43.261036+07:00,2049683,7800,71,apify,streamers/youtube-scraper,gLvCiuze5YXQxE3Ha
pBv76V1ewZ4,SNN,SNN_S3,2,2026-08-12T14:14:43.261036+07:00,3294887,10000,922,apify,streamers/youtube-scraper,gLvCiuze5YXQxE3Ha
sbpnRoAZJ4g,SNN,SNN_S3,7,2026-08-12T14:14:43.261036+07:00,1430450,6300,58,apify,streamers/youtube-scraper,gLvCiuze5YXQxE3Ha
trzhTJvxfNg,SNN,SNN_S3,1,2026-08-12T14:14:43.261036+07:00,5818208,20000,1782,apify,streamers/youtube-scraper,gLvCiuze5YXQxE3Ha
-g4MnAEyao4,SNN,SNN_S4,7,2026-08-12T14:15:20.186475+07:00,2012036,7900,34,apify,streamers/youtube-scraper,D9GO2l8zvUqaPInU7
2ZXCKiqZe0g,SNN,SNN_S4,1,2026-08-12T14:15:20.186475+07:00,7431498,34000,185,apify,streamers/youtube-scraper,D9GO2l8zvUqaPInU7
4spnJBsZ0mc,SNN,SNN_S4,6,2026-08-12T14:15:20.186475+07:00,2055810,9000,61,apify,streamers/youtube-scraper,D9GO2l8zvUqaPInU7
AJN1Zv0nefE,SNN,SNN_S4,5,2026-08-12T14:15:20.186475+07:00,2407072,9600,85,apify,streamers/youtube-scraper,D9GO2l8zvUqaPInU7
NxUJjkWzEsk,SNN,SNN_S4,4,2026-08-12T14:15:20.186475+07:00,3527856,13000,29,apify,streamers/youtube-scraper,D9GO2l8zvUqaPInU7
dd3jkHxTv8Y,SNN,SNN_S4,8,2026-08-12T14:15:20.186475+07:00,2966038,14000,10,apify,streamers/youtube-scraper,D9GO2l8zvUqaPInU7
g_Vxi_spr9A,SNN,SNN_S4,3,2026-08-12T14:15:20.186475+07:00,3796086,14000,106,apify,streamers/youtube-scraper,D9GO2l8zvUqaPInU7
wMSDx42r1lA,SNN,SNN_S4,2,2026-08-12T14:15:20.186475+07:00,4322849,16000,35,apify,streamers/youtube-scraper,D9GO2l8zvUqaPInU7
7ZTDUWsvyJ8,SNN,SNN_S5,8,2026-08-12T14:15:37.416276+07:00,627633,3000,373,apify,streamers/youtube-scraper,ghsYKcYOGoFFvhmmg
H6bG6MdRwKU,SNN,SNN_S5,3,2026-08-12T14:15:37.416276+07:00,922524,3800,612,apify,streamers/youtube-scraper,ghsYKcYOGoFFvhmmg
JZM_FC5vnoI,SNN,SNN_S5,1,2026-08-12T14:15:37.416276+07:00,1957206,10000,1389,apify,streamers/youtube-scraper,ghsYKcYOGoFFvhmmg
KwWG6N2GChw,SNN,SNN_S5,7,2026-08-12T14:15:37.416276+07:00,676635,2700,478,apify,streamers/youtube-scraper,ghsYKcYOGoFFvhmmg
ecy0B8KMWlE,SNN,SNN_S5,5,2026-08-12T14:15:37.416276+07:00,667703,3400,1001,apify,streamers/youtube-scraper,ghsYKcYOGoFFvhmmg
lk3yxseFqVI,SNN,SNN_S5,2,2026-08-12T14:15:37.416276+07:00,1460661,5200,939,apify,streamers/youtube-scraper,ghsYKcYOGoFFvhmmg
mUwsf3m-75U,SNN,SNN_S5,4,2026-08-12T14:15:37.416276+07:00,876825,3500,763,apify,streamers/youtube-scraper,ghsYKcYOGoFFvhmmg
ntPRle4WH3E,SNN,SNN_S5,6,2026-08-12T14:15:37.416276+07:00,872513,3400,613,apify,streamers/youtube-scraper,ghsYKcYOGoFFvhmmg
0KjAWtBhWb8,SNN,SNN_S6,7,2026-08-12T14:16:57.049844+07:00,721884,3400,754,apify,streamers/youtube-scraper,mdhkYFZw37CBLWLMe
AmK2G5NkOhg,SNN,SNN_S6,5,2026-08-12T14:16:57.049844+07:00,714710,3800,626,apify,streamers/youtube-scraper,mdhkYFZw37CBLWLMe
Zcb3JDHLJ1Y,SNN,SNN_S6,8,2026-08-12T14:16:57.049844+07:00,731118,3700,309,apify,streamers/youtube-scraper,mdhkYFZw37CBLWLMe
ajmV2cHlUjI,SNN,SNN_S6,1,2026-08-12T14:16:57.049844+07:00,4930589,20000,1731,apify,streamers/youtube-scraper,mdhkYFZw37CBLWLMe
erx0a9j_Z9c,SNN,SNN_S6,9,2026-08-12T14:16:57.049844+07:00,270858,1500,162,apify,streamers/youtube-scraper,mdhkYFZw37CBLWLMe
2vVP4uIP790,SNN,SNN_S7,5,2026-08-12T14:18:59.730784+07:00,605686,3000,297,apify,streamers/youtube-scraper,Y6oaxEftPfNUX35rc
38SPTki2c5g,SNN,SNN_S7,7,2026-08-12T14:18:59.730784+07:00,442417,2300,219,apify,streamers/youtube-scraper,Y6oaxEftPfNUX35rc
3GA8fHsXat4,SNN,SNN_S7,4,2026-08-12T14:18:59.730784+07:00,818732,4000,386,apify,streamers/youtube-scraper,Y6oaxEftPfNUX35rc
cXVNxW3HTLQ,SNN,SNN_S7,6,2026-08-12T14:18:59.730784+07:00,503282,2700,339,apify,streamers/youtube-scraper,Y6oaxEftPfNUX35rc
pnGNRLcgS8o,SNN,SNN_S7,2,2026-08-12T14:18:59.730784+07:00,1709357,8900,1289,apify,streamers/youtube-scraper,Y6oaxEftPfNUX35rc
srIw3GnbWZM,SNN,SNN_S7,1,2026-08-12T14:18:59.730784+07:00,5678244,31000,4113,apify,streamers/youtube-scraper,Y6oaxEftPfNUX35rc
x2wQz2zBfng,SNN,SNN_S7,8,2026-08-12T14:18:59.730784+07:00,593229,3900,727,apify,streamers/youtube-scraper,Y6oaxEftPfNUX35rc
xJlImUypde8,SNN,SNN_S7,3,2026-08-12T14:18:59.730784+07:00,1084325,5800,754,apify,streamers/youtube-scraper,Y6oaxEftPfNUX35rc
5ZSO-pQs3fI,SNN,SNN_S8,6,2026-08-12T14:19:29.834327+07:00,4306854,19000,1390,apify,streamers/youtube-scraper,COSBd4Rgf6dS5Wpji
X8x5TdthykY,SNN,SNN_S8,8,2026-08-12T14:19:29.834327+07:00,1503931,9100,761,apify,streamers/youtube-scraper,COSBd4Rgf6dS5Wpji
agIY6NVhImE,SNN,SNN_S8,1,2026-08-12T14:19:29.834327+07:00,9580889,56000,3666,apify,streamers/youtube-scraper,COSBd4Rgf6dS5Wpji
cepe5UE7GEU,SNN,SNN_S8,7,2026-08-12T14:19:29.834327+07:00,1732575,10000,1247,apify,streamers/youtube-scraper,COSBd4Rgf6dS5Wpji
mFX4I47cr-g,SNN,SNN_S8,2,2026-08-12T14:19:29.834327+07:00,3525685,21000,1798,apify,streamers/youtube-scraper,COSBd4Rgf6dS5Wpji
sccR6o8j2tY,SNN,SNN_S8,5,2026-08-12T14:19:29.834327+07:00,2411744,11000,692,apify,streamers/youtube-scraper,COSBd4Rgf6dS5Wpji
yL5RZumQR8g,SNN,SNN_S8,3,2026-08-12T14:19:29.834327+07:00,2182671,11000,773,apify,streamers/youtube-scraper,COSBd4Rgf6dS5Wpji
ycR2wGbLfco,SNN,SNN_S8,4,2026-08-12T14:19:29.834327+07:00,2202551,13000,1051,apify,streamers/youtube-scraper,COSBd4Rgf6dS5Wpji
TXC8CG2NcRY,SNN,SNN_2020,7,2026-08-12T14:21:02.158876+07:00,10610740,104000,6980,apify,streamers/youtube-scraper,eti2KXKGs9ZT5yGjI
jLf81Hpae7k,SNN,SNN_2020,4,2026-08-12T14:21:02.158876+07:00,295051,2500,136,apify,streamers/youtube-scraper,eti2KXKGs9ZT5yGjI
lUbc97BUWIY,SNN,SNN_2020,5,2026-08-12T14:21:02.158876+07:00,12328519,119000,8434,apify,streamers/youtube-scraper,eti2KXKGs9ZT5yGjI
qbJtMTbtY7M,SNN,SNN_2020,6,2026-08-12T14:21:02.158876+07:00,12554106,123000,8251,apify,streamers/youtube-scraper,eti2KXKGs9ZT5yGjI
viWSaUtUBtU,SNN,SNN_2020,10,2026-08-12T14:21:02.158876+07:00,531929,6900,318,apify,streamers/youtube-scraper,eti2KXKGs9ZT5yGjI
6BVLN76986A,SNN,SNN_2022,13,2026-08-12T14:21:48.710139+07:00,2572782,22000,1129,apify,streamers/youtube-scraper,oBkPT0VHlEv86hlCC
Fxd_aZnn_LY,SNN,SNN_2022,11,2026-08-12T14:21:48.710139+07:00,3449992,33000,2151,apify,streamers/youtube-scraper,oBkPT0VHlEv86hlCC
LnUizp3lr08,SNN,SNN_2022,10,2026-08-12T14:21:48.710139+07:00,4379335,43000,2148,apify,streamers/youtube-scraper,oBkPT0VHlEv86hlCC
OjIBl1rnc9s,SNN,SNN_2022,8,2026-08-12T14:21:48.710139+07:00,5917138,53000,2290,apify,streamers/youtube-scraper,oBkPT0VHlEv86hlCC
UFx1m6DCr3U,SNN,SNN_2022,14,2026-08-12T14:21:48.710139+07:00,2593124,24000,1242,apify,streamers/youtube-scraper,oBkPT0VHlEv86hlCC
UYYRZSinVLI,SNN,SNN_2022,4,2026-08-12T14:21:48.710139+07:00,9400071,99000,7369,apify,streamers/youtube-scraper,oBkPT0VHlEv86hlCC
VK3LBJ1LVdw,SNN,SNN_2022,9,2026-08-12T14:21:48.710139+07:00,4935232,50000,2059,apify,streamers/youtube-scraper,oBkPT0VHlEv86hlCC
Vran9iR20_E,SNN,SNN_2022,1,2026-08-12T14:21:48.710139+07:00,17175643,252000,16017,apify,streamers/youtube-scraper,oBkPT0VHlEv86hlCC
Yu4vCqc2Vwg,SNN,SNN_2022,6,2026-08-12T14:21:48.710139+07:00,7769757,74000,3971,apify,streamers/youtube-scraper,oBkPT0VHlEv86hlCC
j7mLVBeelac,SNN,SNN_2022,2,2026-08-12T14:21:48.710139+07:00,13526428,156000,9130,apify,streamers/youtube-scraper,oBkPT0VHlEv86hlCC
oXXI9wfTgBY,SNN,SNN_2022,3,2026-08-12T14:21:48.710139+07:00,12538221,136000,9127,apify,streamers/youtube-scraper,oBkPT0VHlEv86hlCC
vygw0ud_wzk,SNN,SNN_2022,5,2026-08-12T14:21:48.710139+07:00,9137568,95000,5868,apify,streamers/youtube-scraper,oBkPT0VHlEv86hlCC
we1t4jt5_aw,SNN,SNN_2022,16,2026-08-12T14:21:48.710139+07:00,2254800,21000,1805,apify,streamers/youtube-scraper,oBkPT0VHlEv86hlCC
wygSLC3bbMY,SNN,SNN_2022,15,2026-08-12T14:21:48.710139+07:00,2069126,18000,1053,apify,streamers/youtube-scraper,oBkPT0VHlEv86hlCC
6ZOdz3qI4-k,SNN,SNN_2023,14,2026-08-12T14:23:57.588498+07:00,3843578,4500,350,apify,streamers/youtube-scraper,ZwgVv99Igpd9k8khr
6mgbb0WTjHc,SNN,SNN_2023,6,2026-08-12T14:23:57.588498+07:00,4692489,12000,1566,apify,streamers/youtube-scraper,ZwgVv99Igpd9k8khr
A-Me6NWHnXY,SNN,SNN_2023,17,2026-08-12T14:23:57.588498+07:00,3081241,3000,208,apify,streamers/youtube-scraper,ZwgVv99Igpd9k8khr
DdBu-THOCB0,SNN,SNN_2023,8,2026-08-12T14:23:57.588498+07:00,4092170,9000,815,apify,streamers/youtube-scraper,ZwgVv99Igpd9k8khr
DyCsnyxeAbw,SNN,SNN_2023,15,2026-08-12T14:23:57.588498+07:00,4864106,4100,420,apify,streamers/youtube-scraper,ZwgVv99Igpd9k8khr
FaQxZD3jRRA,SNN,SNN_2023,3,2026-08-12T14:23:57.588498+07:00,6322017,17000,1537,apify,streamers/youtube-scraper,ZwgVv99Igpd9k8khr
FvkE_7fXh6s,SNN,SNN_2023,2,2026-08-12T14:23:57.588498+07:00,7511724,24000,2391,apify,streamers/youtube-scraper,ZwgVv99Igpd9k8khr
ObMPMdv1XKk,SNN,SNN_2023,10,2026-08-12T14:23:57.588498+07:00,4323574,7700,627,apify,streamers/youtube-scraper,ZwgVv99Igpd9k8khr
Vwpi4cJ2xvI,SNN,SNN_2023,16,2026-08-12T14:23:57.588498+07:00,3618120,3600,349,apify,streamers/youtube-scraper,ZwgVv99Igpd9k8khr
cwX7fVhX5iA,SNN,SNN_2023,1,2026-08-12T14:23:57.588498+07:00,7683811,45000,3425,apify,streamers/youtube-scraper,ZwgVv99Igpd9k8khr
dpUO2FpSNT4,SNN,SNN_2023,12,2026-08-12T14:23:57.588498+07:00,4897255,5700,659,apify,streamers/youtube-scraper,ZwgVv99Igpd9k8khr
fQ_V8QukrAE,SNN,SNN_2023,9,2026-08-12T14:23:57.588498+07:00,4471255,8500,935,apify,streamers/youtube-scraper,ZwgVv99Igpd9k8khr
n1XJqsKOdCM,SNN,SNN_2023,18,2026-08-12T14:23:57.588498+07:00,2829560,4000,465,apify,streamers/youtube-scraper,ZwgVv99Igpd9k8khr
oXspeTkXSRg,SNN,SNN_2023,4,2026-08-12T14:23:57.588498+07:00,869859,5100,260,apify,streamers/youtube-scraper,ZwgVv99Igpd9k8khr
uP8l8r01PmA,SNN,SNN_2023,13,2026-08-12T14:23:57.588498+07:00,4200359,5000,550,apify,streamers/youtube-scraper,ZwgVv99Igpd9k8khr
zyf2kwnOELg,SNN,SNN_2023,11,2026-08-12T14:23:57.588498+07:00,4309903,6600,705,apify,streamers/youtube-scraper,ZwgVv99Igpd9k8khr
15bZv083Ww0,SNN,SNN_2024_M,1,2026-08-12T14:25:13.530496+07:00,5455573,57000,5190,apify,streamers/youtube-scraper,xWcjlIoH3pwFdF17e
7ZL_H2emZGM,SNN,SNN_2024_M,7,2026-08-12T14:25:13.530496+07:00,1465414,13000,1318,apify,streamers/youtube-scraper,xWcjlIoH3pwFdF17e
7rNu9hVbyQM,SNN,SNN_2024_M,4,2026-08-12T14:25:13.530496+07:00,2324151,19000,1920,apify,streamers/youtube-scraper,xWcjlIoH3pwFdF17e
8EgRWxUn9zc,SNN,SNN_2024_M,12,2026-08-12T14:25:13.530496+07:00,731348,5900,441,apify,streamers/youtube-scraper,xWcjlIoH3pwFdF17e
Fyh2pUWNx78,SNN,SNN_2024_M,10,2026-08-12T14:25:13.530496+07:00,1064884,8800,477,apify,streamers/youtube-scraper,xWcjlIoH3pwFdF17e
IRCpkYg8BiI,SNN,SNN_2024_M,5,2026-08-12T14:25:13.530496+07:00,1704414,16000,1602,apify,streamers/youtube-scraper,xWcjlIoH3pwFdF17e
JOGxUdI72l8,SNN,SNN_2024_M,11,2026-08-12T14:25:13.530496+07:00,932689,6400,431,apify,streamers/youtube-scraper,xWcjlIoH3pwFdF17e
Jb2TneI1XJc,SNN,SNN_2024_M,3,2026-08-12T14:25:13.530496+07:00,3010406,24000,1739,apify,streamers/youtube-scraper,xWcjlIoH3pwFdF17e
OXGroRMVTdg,SNN,SNN_2024_M,15,2026-08-12T14:25:13.530496+07:00,704794,6500,672,apify,streamers/youtube-scraper,xWcjlIoH3pwFdF17e
fW0G1pLraV0,SNN,SNN_2024_M,9,2026-08-12T14:25:13.530496+07:00,1241874,10000,493,apify,streamers/youtube-scraper,xWcjlIoH3pwFdF17e
gpnnL_z8Csk,SNN,SNN_2024_M,13,2026-08-12T14:25:13.530496+07:00,890691,7900,800,apify,streamers/youtube-scraper,xWcjlIoH3pwFdF17e
hEZys7KGiH8,SNN,SNN_2024_M,6,2026-08-12T14:25:13.530496+07:00,1603381,12000,1013,apify,streamers/youtube-scraper,xWcjlIoH3pwFdF17e
ivVvelmmwMs,SNN,SNN_2024_M,14,2026-08-12T14:25:13.530496+07:00,991564,7100,426,apify,streamers/youtube-scraper,xWcjlIoH3pwFdF17e
kGejtgZN_2Y,SNN,SNN_2024_M,2,2026-08-12T14:25:13.530496+07:00,4333839,37000,3055,apify,streamers/youtube-scraper,xWcjlIoH3pwFdF17e
oo1fBkliyFw,SNN,SNN_2024_M,8,2026-08-12T14:25:13.530496+07:00,1375761,12000,687,apify,streamers/youtube-scraper,xWcjlIoH3pwFdF17e
3GQe2KflBQw,SNN,SNN_2024_F,14,2026-08-12T14:25:47.403885+07:00,1095073,10000,704,apify,streamers/youtube-scraper,oeaayBTCJ202XGFBv
AHhBQ4BdEeM,SNN,SNN_2024_F,10,2026-08-12T14:25:47.403885+07:00,779156,5700,463,apify,streamers/youtube-scraper,oeaayBTCJ202XGFBv
BHznJmmRci0,SNN,SNN_2024_F,11,2026-08-12T14:25:47.403885+07:00,752273,5800,419,apify,streamers/youtube-scraper,oeaayBTCJ202XGFBv
IEp4JfYLejg,SNN,SNN_2024_F,7,2026-08-12T14:25:47.403885+07:00,1173237,10000,1565,apify,streamers/youtube-scraper,oeaayBTCJ202XGFBv
PRMJIWrHpsE,SNN,SNN_2024_F,3,2026-08-12T14:25:47.403885+07:00,2974788,54000,3226,apify,streamers/youtube-scraper,oeaayBTCJ202XGFBv
U0ammPb3KrE,SNN,SNN_2024_F,2,2026-08-12T14:25:47.403885+07:00,4005187,79000,5014,apify,streamers/youtube-scraper,oeaayBTCJ202XGFBv
UcT0jwqXJxs,SNN,SNN_2024_F,1,2026-08-12T14:25:47.403885+07:00,6815076,102000,5800,apify,streamers/youtube-scraper,oeaayBTCJ202XGFBv
Y9JkaK-vv8U,SNN,SNN_2024_F,9,2026-08-12T14:25:47.403885+07:00,901415,7100,606,apify,streamers/youtube-scraper,oeaayBTCJ202XGFBv
eOLfde-LOy8,SNN,SNN_2024_F,13,2026-08-12T14:25:47.403885+07:00,1145674,10000,649,apify,streamers/youtube-scraper,oeaayBTCJ202XGFBv
hcfHfLSND2o,SNN,SNN_2024_F,6,2026-08-12T14:25:47.403885+07:00,1490004,11000,1076,apify,streamers/youtube-scraper,oeaayBTCJ202XGFBv
hy3cNIBa9Ho,SNN,SNN_2024_F,15,2026-08-12T14:25:47.403885+07:00,1056919,6900,383,apify,streamers/youtube-scraper,oeaayBTCJ202XGFBv
lv643Hq5Wa8,SNN,SNN_2024_F,5,2026-08-12T14:25:47.403885+07:00,1690902,12000,1133,apify,streamers/youtube-scraper,oeaayBTCJ202XGFBv
nyCOypwckKI,SNN,SNN_2024_F,12,2026-08-12T14:25:47.403885+07:00,1100166,9200,434,apify,streamers/youtube-scraper,oeaayBTCJ202XGFBv
sgOMjTut2N8,SNN,SNN_2024_F,8,2026-08-12T14:25:47.403885+07:00,1071800,7600,840,apify,streamers/youtube-scraper,oeaayBTCJ202XGFBv
wzcBB3aAEKw,SNN,SNN_2024_F,4,2026-08-12T14:25:47.403885+07:00,2228846,16000,1277,apify,streamers/youtube-scraper,oeaayBTCJ202XGFBv
2PoYrSogfO4,SNN,SNN_2025,9,2026-08-12T14:26:46.940202+07:00,2745993,6400,786,apify,streamers/youtube-scraper,4Bb72WxYt2e7eCfH3
3393nF46oVM,SNN,SNN_2025,6,2026-08-12T14:26:46.940202+07:00,2652783,10000,1733,apify,streamers/youtube-scraper,4Bb72WxYt2e7eCfH3
6yXOV8u_p9I,SNN,SNN_2025,5,2026-08-12T14:26:46.940202+07:00,2706941,12000,1515,apify,streamers/youtube-scraper,4Bb72WxYt2e7eCfH3
AR1gKXmQ0_E,SNN,SNN_2025,8,2026-08-12T14:26:46.940202+07:00,2860170,8000,2265,apify,streamers/youtube-scraper,4Bb72WxYt2e7eCfH3
BDX5z3MaSQQ,SNN,SNN_2025,14,2026-08-12T14:26:46.940202+07:00,2610682,2700,156,apify,streamers/youtube-scraper,4Bb72WxYt2e7eCfH3
LZK3ranFX5E,SNN,SNN_2025,7,2026-08-12T14:26:46.940202+07:00,2635507,7200,1815,apify,streamers/youtube-scraper,4Bb72WxYt2e7eCfH3
VQkBSqXIsBQ,SNN,SNN_2025,10,2026-08-12T14:26:46.940202+07:00,2444453,5400,741,apify,streamers/youtube-scraper,4Bb72WxYt2e7eCfH3
Vra05-QZPpY,SNN,SNN_2025,11,2026-08-12T14:26:46.940202+07:00,2931499,5200,1025,apify,streamers/youtube-scraper,4Bb72WxYt2e7eCfH3
aSE39tXs1Pk,SNN,SNN_2025,3,2026-08-12T14:26:46.940202+07:00,3293217,26000,2595,apify,streamers/youtube-scraper,4Bb72WxYt2e7eCfH3
cTO7Km5ALAQ,SNN,SNN_2025,4,2026-08-12T14:26:46.940202+07:00,2538782,17000,1325,apify,streamers/youtube-scraper,4Bb72WxYt2e7eCfH3
g6zdvqqblWU,SNN,SNN_2025,15,2026-08-12T14:26:46.940202+07:00,1930615,2500,366,apify,streamers/youtube-scraper,4Bb72WxYt2e7eCfH3
jQKFC5uIir0,SNN,SNN_2025,13,2026-08-12T14:26:46.940202+07:00,2592776,3500,1724,apify,streamers/youtube-scraper,4Bb72WxYt2e7eCfH3
jRsz9h4y2mU,SNN,SNN_2025,12,2026-08-12T14:26:46.940202+07:00,2701539,4200,1797,apify,streamers/youtube-scraper,4Bb72WxYt2e7eCfH3
rBDinocbnbc,SNN,SNN_2025,1,2026-08-12T14:26:46.940202+07:00,7163236,61000,4048,apify,streamers/youtube-scraper,4Bb72WxYt2e7eCfH3
uTGqZJb8FYg,SNN,SNN_2025,2,2026-08-12T14:26:46.940202+07:00,4288355,31000,3211,apify,streamers/youtube-scraper,4Bb72WxYt2e7eCfH3
-WAD83tAFLM,DTGT,DTGT_2025,11,2026-08-12T14:30:13.671856+07:00,3384354,27000,3988,apify,streamers/youtube-scraper,1YFtRDU1wNjkafveH
5a1oq9x5Ea4,DTGT,DTGT_2025,10,2026-08-12T14:30:13.671856+07:00,3315541,29000,4793,apify,streamers/youtube-scraper,1YFtRDU1wNjkafveH
8vShlfJv_lI,DTGT,DTGT_2025,2,2026-08-12T14:30:13.671856+07:00,3489156,35000,4966,apify,streamers/youtube-scraper,1YFtRDU1wNjkafveH
HFb9tjcMWi4,DTGT,DTGT_2025,8,2026-08-12T14:30:13.671856+07:00,2945285,26000,4429,apify,streamers/youtube-scraper,1YFtRDU1wNjkafveH
HbTqOA5gXWk,DTGT,DTGT_2025,3,2026-08-12T14:30:13.671856+07:00,3608892,34000,3985,apify,streamers/youtube-scraper,1YFtRDU1wNjkafveH
Tf9DVcSakH4,DTGT,DTGT_2025,9,2026-08-12T14:30:13.671856+07:00,3335797,29000,6136,apify,streamers/youtube-scraper,1YFtRDU1wNjkafveH
Yfyy7BEj9P0,DTGT,DTGT_2025,6,2026-08-12T14:30:13.671856+07:00,602944,3600,295,apify,streamers/youtube-scraper,1YFtRDU1wNjkafveH
erWINGggTh0,DTGT,DTGT_2025,12,2026-08-12T14:30:13.671856+07:00,2570141,36000,5476,apify,streamers/youtube-scraper,1YFtRDU1wNjkafveH
iz76RZfj2v8,DTGT,DTGT_2025,1,2026-08-12T14:30:13.671856+07:00,5140511,51000,4762,apify,streamers/youtube-scraper,1YFtRDU1wNjkafveH
mamNbhyBw78,DTGT,DTGT_2025,0,2026-08-12T14:30:13.671856+07:00,4053602,50000,5308,apify,streamers/youtube-scraper,1YFtRDU1wNjkafveH
pDXUKkHJfEU,DTGT,DTGT_2025,7,2026-08-12T14:30:13.671856+07:00,608420,3600,233,apify,streamers/youtube-scraper,1YFtRDU1wNjkafveH
ycH-DrBanJE,DTGT,DTGT_2025,4,2026-08-12T14:30:13.671856+07:00,3130270,34000,4121,apify,streamers/youtube-scraper,1YFtRDU1wNjkafveH
7wdrAbiwreY,TD1K2,TD1K2_2025,5,2026-08-12T14:30:40.743835+07:00,5421201,44000,3925,apify,streamers/youtube-scraper,b3w6qu4GW44XrWW2G
8Adf5rJJJvw,TD1K2,TD1K2_2025,2,2026-08-12T14:30:40.743835+07:00,5120814,126000,4468,apify,streamers/youtube-scraper,b3w6qu4GW44XrWW2G
D1mLh72bcOw,TD1K2,TD1K2_2025,3,2026-08-12T14:30:40.743835+07:00,5866604,62000,4302,apify,streamers/youtube-scraper,b3w6qu4GW44XrWW2G
EqvdS6QJ2tA,TD1K2,TD1K2_2025,11,2026-08-12T14:30:40.743835+07:00,3507622,27000,2141,apify,streamers/youtube-scraper,b3w6qu4GW44XrWW2G
OoE9XCoaPxs,TD1K2,TD1K2_2025,7,2026-08-12T14:30:40.743835+07:00,4126379,32000,3153,apify,streamers/youtube-scraper,b3w6qu4GW44XrWW2G
S5aVMO5klbE,TD1K2,TD1K2_2025,10,2026-08-12T14:30:40.743835+07:00,4264325,36000,3681,apify,streamers/youtube-scraper,b3w6qu4GW44XrWW2G
WBE7iNSkA10,TD1K2,TD1K2_2025,6,2026-08-12T14:30:40.743835+07:00,4300360,36000,2834,apify,streamers/youtube-scraper,b3w6qu4GW44XrWW2G
_7DygDmrWbU,TD1K2,TD1K2_2025,1,2026-08-12T14:30:40.743835+07:00,8610541,183000,5543,apify,streamers/youtube-scraper,b3w6qu4GW44XrWW2G
b6dsG7oVl2I,TD1K2,TD1K2_2025,12,2026-08-12T14:30:40.743835+07:00,3198336,23000,1537,apify,streamers/youtube-scraper,b3w6qu4GW44XrWW2G
bBzRlolOezQ,TD1K2,TD1K2_2025,4,2026-08-12T14:30:40.743835+07:00,6407528,51000,4034,apify,streamers/youtube-scraper,b3w6qu4GW44XrWW2G
kJh4ggVl4p0,TD1K2,TD1K2_2025,9,2026-08-12T14:30:40.743835+07:00,4001052,34000,3189,apify,streamers/youtube-scraper,b3w6qu4GW44XrWW2G
wni4ExDuJIs,TD1K2,TD1K2_2025,8,2026-08-12T14:30:40.743835+07:00,4786799,43000,5564,apify,streamers/youtube-scraper,b3w6qu4GW44XrWW2G
-MpeXAZWEpM,HTRR,HTRR_2023,7,2026-08-12T14:33:16.956174+07:00,9139532,58000,5551,apify,streamers/youtube-scraper,fZJqqNNZLJailjQ7N
-pAxDFjMapA,HTRR,HTRR_2023,9,2026-08-12T14:33:16.956174+07:00,9250489,59000,5628,apify,streamers/youtube-scraper,fZJqqNNZLJailjQ7N
